"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated","12389","Confirmation Popup Validation Test","","Tue May 13 09:41:27 GMT 2025","passed","Tue May 13 09:41:39 GMT 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","confirm"
"The InfoWidget doesn't have a Placeholder..","8079","Test for getting the Placeholder value","","Tue May 13 09:30:03 GMT 2025","passed","Tue May 13 09:30:11 GMT 2025","","Info. Checking the basic functions for the MultiValue","application.Samples.Info.MultiValueOnInfoTest","placeholder"
"The test checks for the disabled attribute","4587","A test to check the field for ""Read-only""","","Tue May 13 09:42:12 GMT 2025","passed","Tue May 13 09:42:17 GMT 2025","","Form. Checking the basic functions for the DateTime in the widget Form","application.Samples.Form.DateTimeOnFormTest","readonly"
"","6406","The test for getting the value from the field","","Tue May 13 09:43:02 GMT 2025","passed","Tue May 13 09:43:08 GMT 2025","","Info. Checking the basic functions for the MultiplySelect","application.Samples.Info.MultipleSelectOnInfoTest","read"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","8524","A test to get the field color value in Hex format","","Tue May 13 09:32:21 GMT 2025","passed","Tue May 13 09:32:29 GMT 2025","","Form. Checking the basic functions for the Radio in the widget Form","application.Samples.Form.RadioOnFormTest","color"
"The InfoWidget doesn't have a Placeholder.","7795","Test for getting the Placeholder value","","Tue May 13 09:30:44 GMT 2025","passed","Tue May 13 09:30:51 GMT 2025","","Info. Checking the basic functions for the PickList","application.Samples.Info.PickListOnInfoTest","placeholder"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","7235","A test to get the field color value in Hex format","","Tue May 13 09:38:16 GMT 2025","passed","Tue May 13 09:38:23 GMT 2025","","Form. Checking the basic functions for the PickList in the widget Form","application.Samples.Form.PickListOnFormTest","color"
"Filtering is not available for the Form widget","7271","Filtering test","","Tue May 13 09:31:06 GMT 2025","passed","Tue May 13 09:31:14 GMT 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","filtration"
"Filtering is not available for InfoWidget.","6731","Filtering test","","Tue May 13 09:25:39 GMT 2025","passed","Tue May 13 09:25:46 GMT 2025","","Info. Checking the basic functions for the Input","application.Samples.Info.InputOnInfoTest","filtration"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","7937","A test to get the field color value in Hex format","","Tue May 13 09:42:06 GMT 2025","passed","Tue May 13 09:42:13 GMT 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","color"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","10114","Business Exception Validation Test","","Tue May 13 09:32:01 GMT 2025","passed","Tue May 13 09:32:11 GMT 2025","","Form. Checking the basic functions for the Radio in the widget Form","application.Samples.Form.RadioOnFormTest","businessException"
"Sorting is not available for InfoWidget.","7867","Sorting test","","Tue May 13 09:28:01 GMT 2025","passed","Tue May 13 09:28:09 GMT 2025","","Info. Checking the basic functions for the FileUp","application.Samples.Info.FileUploadOnInfoTest","sorting"
"Filtering is not available for the Form widget","7826","Filtering test","","Tue May 13 09:37:09 GMT 2025","passed","Tue May 13 09:37:17 GMT 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","filtration"
"","5901","The test for getting the value from the field","","Tue May 13 09:30:58 GMT 2025","passed","Tue May 13 09:31:04 GMT 2025","","Info. Checking the basic functions for the Hint","application.Samples.Info.HintOnInfoTest","read"
"Sorting is not available for the Form widget","9254","Sorting test","","Tue May 13 09:40:44 GMT 2025","passed","Tue May 13 09:40:53 GMT 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","sorting"
"Checking the url before the transition and after the transition/click on a special element","9326","The DrillDown test","","Tue May 13 09:39:46 GMT 2025","passed","Tue May 13 09:39:56 GMT 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","drillDown"
"Sorting is not available for InfoWidget.","6274","Sorting test","","Tue May 13 09:29:53 GMT 2025","passed","Tue May 13 09:29:59 GMT 2025","","Info. Checking the basic functions for the Date","application.Samples.Info.DateOnInfoTest","sorting"
"The test checks for the disabled attribute","6371","A test to check the field for ""Read-only""","","Tue May 13 09:31:28 GMT 2025","passed","Tue May 13 09:31:34 GMT 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","readonly"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","6196","A test to get the field color value in Hex format","","Tue May 13 09:32:07 GMT 2025","passed","Tue May 13 09:32:14 GMT 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","color"
