"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Filtering by the specified column.","9667","Filtering test","","Tue Jul 08 09:36:49 GMT 2025","passed","Tue Jul 08 09:36:59 GMT 2025","","List. Checking the basic functions for the CheckBox","application.Samples.List.CheckBoxOnListTest","filtration"
"DrillDown is not available for InfoWidget.","6458","The DrillDown test","","Tue Jul 08 09:53:39 GMT 2025","passed","Tue Jul 08 09:53:45 GMT 2025","","Info. Checking the basic functions for the MultiplySelect","application.Samples.Info.MultipleSelectOnInfoTest","drillDown"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated.","10442","Business Exception Validation Test","","Tue Jul 08 09:28:12 GMT 2025","passed","Tue Jul 08 09:28:23 GMT 2025","","List. Checking the basic functions for the Text in the widget List","application.Samples.List.TextOnListTest","businessException"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","4922","A test to get the field color value in Hex format","","Tue Jul 08 09:52:36 GMT 2025","passed","Tue Jul 08 09:52:41 GMT 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","color"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","9885","Required Message validation test for one field","","Tue Jul 08 09:46:52 GMT 2025","passed","Tue Jul 08 09:47:02 GMT 2025","","Form. Checking the basic functions for the Dictionary in the widget Form","application.Samples.Form.DictionaryOnFormTest","fieldLevelValidationAnnotation"
"The test sets the value in the field, and then checks the value in the field with what should be set.","7006","A test for setting a value in a field","","Tue Jul 08 09:25:07 GMT 2025","passed","Tue Jul 08 09:25:14 GMT 2025","","List. Checking the basic functions for the FileUpload in the widget List","application.Samples.List.FileUploadOnListTest","edit"
"The transition/Redirect is not available","5071","The DrillDown test","","Tue Jul 08 09:44:33 GMT 2025","passed","Tue Jul 08 09:44:38 GMT 2025","","Form. Checking the basic functions for the Hint in the widget Form","application.Samples.Form.HintOnFormTest","drillDown"
"InfoWidget does not have a Hex field color for this type.","13400","A test to get the field color value in Hex format","","Tue Jul 08 09:19:22 GMT 2025","passed","Tue Jul 08 09:19:36 GMT 2025","","Info. Checking the basic functions for the MultiplySelect","application.Samples.Info.MultipleSelectOnInfoTest","color"
"","6785","The test for getting the value from the field","","Tue Jul 08 09:22:11 GMT 2025","passed","Tue Jul 08 09:22:18 GMT 2025","","Info. Checking the basic functions for the PickList","application.Samples.Info.PickListOnInfoTest","read"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","6909","A test to get the field color value in Hex format","","Tue Jul 08 09:49:28 GMT 2025","passed","Tue Jul 08 09:49:35 GMT 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","color"
"The test gets the value from the placeholder attribute and returns it in String format","8106","Test for getting the Placeholder value","","Tue Jul 08 09:42:38 GMT 2025","passed","Tue Jul 08 09:42:46 GMT 2025","","Form. Checking the basic functions for the Percent in the widget Form","application.Samples.Form.PercentOnFormTest","placeholder"
"Info Widget is always read-only","6667","A test to check the field for ""Read-only""","","Tue Jul 08 09:52:59 GMT 2025","passed","Tue Jul 08 09:53:06 GMT 2025","","Info. Checking the basic functions for the FileUp","application.Samples.Info.FileUploadOnInfoTest","readonly"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","6450","Required Message text Verification field test","","Tue Jul 08 09:51:06 GMT 2025","passed","Tue Jul 08 09:51:13 GMT 2025","","Form. Checking the basic functions for the DateTimeWithSeconds in the widget Form","application.Samples.Form.DateTimeWithSecondsOnFormTest","required"
"The test checks for the disabled attribute.","6541","A test to check the field for ""Read-only""","","Tue Jul 08 09:41:26 GMT 2025","passed","Tue Jul 08 09:41:32 GMT 2025","","List. Checking the basic functions for the DateTimeWithSeconds in the widget List","application.Samples.List.DateTimeWithSecondsOnListTest","readonly"
"The test checks for the disabled attribute","6592","A test to check the field for ""Read-only""","","Tue Jul 08 09:50:19 GMT 2025","passed","Tue Jul 08 09:50:25 GMT 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","readonly"
